TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
PNVL3;13,83;1,25;26,45;2,01;0,88;30,65;3,15;2,46;20,69;25,39;4,74;0,46;0,65;3,62;-2,13;1,71;7,59;3,34;5,63;0,44;0,56;1,35;8,67;8,40;8.697.339,35;6,96;0,53;0,64;2.061.675.264,51
PNVL4;18,62;0,21;35,25;2,68;1,18;30,65;3,15;2,46;27,58;25,39;4,74;0,46;0,87;4,83;-2,84;1,71;7,59;3,34;5,63;0,44;0,56;1,35;8,67;8,40;83.188,67;6,96;0,53;0,85;2.061.675.264,51
POMO3;2,25;4,73;5,84;0,72;0,32;10,18;6,52;10,48;9,38;14,59;4,38;0,34;0,61;1,60;-0,65;1,66;12,40;5,51;3,86;0,44;0,56;0,53;6,33;10,82;504.621,50;3,12;0,39;0,02;2.349.964.841,18
POMO4;2,53;4,16;6,64;0,82;0,37;10,18;6,52;10,48;10,67;14,59;4,38;0,34;0,70;1,81;-0,74;1,66;12,40;5,51;3,86;0,44;0,56;0,53;6,33;10,82;17.312.915,65;3,12;0,39;0,03;2.349.964.841,18
PORT3;59,57;4,92;20,29;1,85;0,76;45,50;24,67;10,06;8,27;12,54;4,26;0,95;2,04;30,55;-0,91;1,19;9,13;3,76;7,59;0,41;0,59;0,37;6,17;-5,97;3.564.369,31;32,25;2,95;0,22;4.344.814.950,00
POSI3;8,88;3,84;6,28;1,06;0,34;22,84;9,01;5,95;4,15;5,93;1,79;0,46;0,37;1,06;-1,98;1,61;16,95;5,33;14,30;0,31;0,69;0,90;14,02;86,66;27.253.966,04;8,33;1,41;1,29;1.252.094.000,00
POWE3;10,90;0,49;23,92;0,99;0,38;6,82;3,52;2,59;17,55;10,60;-6,96;-0,39;0,62;6,57;-0,74;1,13;4,13;1,58;3,81;0,38;0,62;0,61;;;5.388.846,38;11,02;0,46;-1,77;977.237.930,40
PPAR3;14,60;;-54,02;0,02;0,01;;;;-6,97;8,13;15,10;-0,04;;0,44;-0,01;2.474,00;-0,04;-0,03;-0,29;0,71;0,29;0,00;;;;724,23;-0,27;0,68;1.080.400,00
PPLA11;7,36;;-986,47;1.883,27;36,67;;;;-986,47;-986,47;;;;;-36,67;;-190,91;-3,72;;0,02;0,98;0,00;;;2.931,38;0,00;-0,01;9,92;20.715.941,76
PRIO3;23,49;;15,42;3,11;1,68;57,16;48,26;30,32;9,69;9,29;-0,35;-0,11;4,68;4,09;-3,36;5,62;20,14;10,91;18,58;0,54;0,46;0,36;61,68;40,72;616.424.915,04;7,50;1,51;0,08;20.786.322.366,75
PRNR3;6,99;0,77;18,79;1,19;0,73;16,27;4,73;3,35;13,29;12,77;-0,47;-0,04;0,63;2,58;-1,68;1,99;6,33;3,87;6,35;0,61;0,39;1,16;16,24;18,25;1.029.690,96;5,89;0,37;-0,02;272.357.799,00
PSSA3;20,36;6,89;8,61;1,42;0,32;100,00;5,88;7,28;10,67;3,55;-7,12;-0,95;0,63;5,65;-0,93;1,09;16,49;3,71;11,49;0,22;0,78;0,51;5,64;11,02;39.078.744,00;14,48;2,39;-1,01;13.216.219.066,40
PTBL3;9,21;11,33;5,99;3,64;0,60;43,25;15,10;11,31;4,49;6,49;1,98;1,61;0,68;6,75;-1,04;1,27;60,70;10,02;24,63;0,17;0,83;0,89;13,47;152,05;8.056.958,38;2,53;1,53;0,09;1.315.407.646,38
PTCA11;0,00;;0,00;0,00;0,00;45,17;16,98;11,16;0,00;1,22;1,22;0,58;0,00;0,00;0,00;1,52;31,12;11,25;19,02;0,36;0,64;1,01;25,03;37,52;;17,14;5,33;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;45,17;16,98;11,16;0,00;1,22;1,22;0,58;0,00;0,00;0,00;1,52;31,12;11,25;19,02;0,36;0,64;1,01;25,03;37,52;;17,14;5,33;0,00;0,00
PTNT3;12,50;1,54;12,76;1,86;0,82;17,42;11,04;6,43;7,43;6,13;1,48;0,37;0,82;3,41;-1,70;1,87;14,55;6,42;11,77;0,44;0,46;1,00;8,13;37,74;105.167,88;7,10;1,03;0,01;382.139.473,52
PTNT4;5,69;3,51;5,59;0,81;0,36;17,42;11,04;6,43;3,25;6,13;1,48;0,37;0,36;1,49;-0,74;1,87;14,55;6,42;11,77;0,44;0,46;1,00;8,13;37,74;74.342,23;7,10;1,03;0,01;382.139.473,52
QUAL3;14,49;14,16;11,36;3,26;0,94;79,69;30,37;17,45;6,53;8,84;2,31;1,16;1,98;-3,04;-1,32;0,48;28,69;8,31;13,13;0,29;0,71;0,48;1,31;-2,00;68.160.454,00;4,49;1,29;-1,69;4.189.211.293,75
QUSW3;0,00;;0,00;0,00;0,00;27,56;13,07;7,38;0,00;0,74;0,74;0,24;0,00;0,00;0,00;1,25;18,30;8,94;16,75;0,49;0,51;1,21;16,77;89,75;;67,90;12,43;0,00;0,00
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;0,84;0,84;-0,97;;0,00;;;-114,29;-114,29;-116,07;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RADL3;23,77;0,99;51,96;8,28;2,64;29,87;5,66;3,12;28,59;29,48;0,84;0,24;1,62;21,43;-5,54;1,31;15,93;5,09;18,37;0,32;0,68;1,63;16,47;10,93;144.840.577,46;2,86;0,46;0,94;39.018.586.600,00
RAIL3;18,01;;222,81;2,23;0,70;28,06;20,43;2,02;22,07;29,94;7,72;0,78;4,51;4,22;-0,94;2,79;1,00;0,31;4,19;0,31;0,69;0,15;11,53;;193.719.235,88;8,10;0,08;-4,52;33.523.190.941,28
RAIZ4;7,00;0,93;22,32;3,60;0,70;6,47;3,75;2,02;12,06;17,41;5,34;1,59;0,45;9,11;-1,38;1,18;16,11;3,14;8,07;0,19;0,80;1,55;;;78.586.382,58;1,98;0,32;;73.813.392.620,92
RANI3;6,64;5,62;6,03;1,80;0,73;39,36;27,14;17,77;3,95;4,83;0,89;0,40;1,07;2,80;-1,22;2,78;29,80;12,06;17,89;0,40;0,60;0,68;15,63;;9.384.639,77;3,73;1,11;0,03;1.704.622.360,40
RANI4;5,50;;4,95;1,47;0,60;39,36;27,14;17,77;3,24;4,83;0,89;0,40;0,88;2,30;-1,00;2,78;29,80;12,06;17,89;0,40;0,60;0,68;15,63;;;3,73;1,11;0,02;1.704.622.360,40
RAPT3;9,58;6,76;4,55;0,97;0,30;25,04;12,15;7,70;2,89;4,71;1,65;0,55;0,35;1,22;-0,76;1,66;21,31;6,51;13,54;0,31;0,69;0,84;28,12;;206.849,46;9,94;2,12;0,91;3.387.502.606,47
RAPT4;10,51;6,21;4,96;1,06;0,32;25,04;12,15;7,70;3,15;4,71;1,65;0,55;0,38;1,33;-0,83;1,66;21,31;6,51;13,54;0,31;0,69;0,84;28,12;;30.533.110,23;9,94;2,12;0,99;3.387.502.606,47
RCSL3;3,16;;-148,40;-5,89;3,66;13,47;1,40;-2,75;291,63;151,38;-5,43;;4,07;54,32;-7,59;1,15;-3,97;-2,47;-2,02;-0,62;1,62;0,90;;;13.789.674,31;-0,54;-0,02;-7,54;128.694.163,80
RCSL4;0,95;;-44,52;-1,77;1,10;13,47;1,40;-2,75;87,49;151,38;-5,43;;1,22;16,30;-2,28;1,15;-3,97;-2,47;-2,02;-0,62;1,62;0,90;;;561.666,92;-0,54;-0,02;-2,26;128.694.163,80
RDNI3;8,09;0,12;41,73;0,55;0,18;24,90;4,19;1,79;17,82;41,59;23,77;0,74;0,75;0,73;-0,36;2,03;1,33;0,44;0,51;0,33;0,67;0,24;4,17;;56.788,38;14,58;0,19;0,09;352.784.652,48
RDOR3;48,84;2,77;62,39;6,70;1,87;23,60;18,00;7,73;26,79;30,91;4,11;1,03;4,82;5,87;-3,21;4,25;10,73;3,00;7,83;0,28;0,72;0,39;;;193.374.904,58;7,30;0,78;0,23;97.663.636.389,90
RECV3;23,47;;33,04;3,12;1,24;35,82;27,35;17,00;20,54;20,25;-0,22;-0,03;5,62;-27,61;-1,59;0,83;9,45;3,75;8,72;0,40;0,60;0,22;;;24.301.354,35;7,53;0,71;;5.857.972.024,16
REDE3;6,58;10,14;9,05;2,60;0,56;25,39;20,39;9,73;4,32;6,97;2,66;1,60;0,88;7,10;-0,79;1,36;28,71;6,16;17,08;0,21;0,79;0,63;15,06;56,90;41.860,46;2,51;0,72;0,14;13.738.205.164,74
RENT3;59,17;0,85;22,09;5,93;1,78;43,10;29,57;18,75;14,00;16,31;2,30;0,97;4,14;23,05;-2,46;1,39;26,83;8,07;11,79;0,30;0,70;0,43;19,68;37,93;374.509.021,23;10,04;2,69;0,23;44.802.626.196,90
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;5,43;;6,59;-0,31;0,09;13,83;334,40;32,71;0,64;3,32;2,67;;2,16;22,17;-0,13;1,01;-4,68;1,35;56,84;-0,29;1,29;0,04;-27,95;;40.465,77;-17,96;0,84;0,18;200.713.421,33
RNEW3;1,97;;6,96;-0,33;0,09;13,83;334,40;32,71;0,68;3,32;2,67;;2,28;23,41;-0,14;1,01;-4,68;1,35;56,84;-0,29;1,29;0,04;-27,95;;149.654,50;-5,99;0,28;0,19;200.713.421,33
RNEW4;1,75;;6,28;-0,29;0,08;13,83;334,40;32,71;0,61;3,32;2,67;;2,05;21,13;-0,12;1,01;-4,68;1,35;56,84;-0,29;1,29;0,04;-27,95;;332.503,69;-5,99;0,28;0,17;200.713.421,33
ROMI3;13,45;6,53;4,94;1,04;0,52;32,29;15,29;14,73;4,76;6,69;1,93;0,42;0,73;1,71;-1,28;2,02;21,12;10,43;13,08;0,49;0,51;0,71;18,71;;6.612.513,23;13,16;2,78;0,29;993.674.643,10
RPAD3;6,29;;27,51;0,51;0,51;;;;29,60;29,01;-3,86;-0,07;;8,78;-0,54;7,26;1,86;1,85;1,73;0,99;0,01;0,00;;-17,54;10.223,56;12,27;0,23;-0,64;591.044.133,88
RPAD5;7,81;7,21;34,16;0,64;0,63;;;;36,75;29,01;-3,86;-0,07;;10,90;-0,68;7,26;1,86;1,85;1,73;0,99;0,01;0,00;;-17,54;11.039,75;12,27;0,23;-0,79;591.044.133,88
RPAD6;4,38;;19,16;0,36;0,35;;;;20,61;29,01;-3,86;-0,07;;6,11;-0,38;7,26;1,86;1,85;1,73;0,99;0,01;0,00;;-17,54;1.625,00;12,27;0,23;-0,45;591.044.133,88
RPMG3;2,80;;-0,53;-0,05;0,05;-2,78;-13,07;-16,36;-0,66;-0,66;0,00;;0,09;-0,06;-0,69;0,55;-10,18;-8,62;8,13;-0,85;1,85;0,53;25,45;;148.055,73;-52,53;-5,35;0,04;190.213.477,49
RRRP3;43,15;;-9.869,98;2,14;1,64;56,10;57,03;-0,12;21,52;15,62;-5,93;-0,59;12,27;4,16;-3,26;4,79;-0,02;-0,02;8,39;0,77;0,23;0,13;;;202.020.075,58;20,61;0,00;99,04;9.045.780.932,70
RSID3;7,43;;-0,79;-0,21;0,12;-23,02;-454,57;-320,93;-0,55;-2,75;-2,20;;2,52;-0,13;-0,18;0,27;-26,31;-15,05;255,28;-0,57;1,57;0,05;-35,64;;722.888,38;-36,23;-9,53;0,00;148.800.000,00
RSUL3;0,00;;0,00;0,00;0,00;37,27;21,15;27,48;0,00;2,48;-0,09;-0,07;0,00;0,00;0,00;1,66;110,96;31,26;56,62;0,28;0,72;1,14;24,27;;;13,73;15,23;0,00;179.832.000,00
RSUL4;72,92;;4,79;5,31;1,50;37,27;21,15;27,48;6,22;2,48;-0,09;-0,07;1,32;8,27;-2,74;1,66;110,96;31,26;56,62;0,28;0,72;1,14;24,27;;172.775,04;13,73;15,23;0,00;179.832.000,00
SANB11;35,46;9,63;8,80;1,21;0,13;36,40;23,70;16,75;6,22;6,23;;;1,47;-0,30;-0,16;0,23;13,75;1,53;;0,11;0,89;0,09;0,22;15,38;121.699.709,27;29,08;4,00;1,29;133.061.433.500,00
SANB3;16,97;9,55;8,46;1,16;0,13;36,40;23,70;16,75;5,98;6,23;;;1,42;-0,28;-0,15;0,23;13,75;1,53;;0,11;0,89;0,09;0,22;15,38;2.332.599,69;14,54;2,00;1,24;133.061.433.500,00
SANB4;18,30;9,68;9,18;1,26;0,14;36,40;23,70;16,75;6,49;6,23;;;1,54;-0,31;-0,16;0,23;13,75;1,53;;0,11;0,89;0,09;0,22;15,38;2.701.102,96;14,54;2,00;1,34;133.061.433.500,00
SAPR11;20,19;5,39;5,19;0,78;0,42;60,60;36,10;22,63;3,26;4,92;1,67;0,40;1,18;9,07;-0,49;1,48;15,05;8,04;12,16;0,53;0,47;0,36;8,40;13,44;27.596.464,50;25,89;3,90;0,29;6.120.382.351,95
SAPR3;3,93;5,17;5,02;0,76;0,40;60,60;36,10;22,63;3,15;4,92;1,67;0,40;1,14;8,76;-0,47;1,48;15,05;8,04;12,16;0,53;0,47;0,36;8,40;13,44;1.226.910,73;5,18;0,78;0,28;6.120.382.351,95
SAPR4;4,02;5,50;5,18;0,78;0,42;60,60;36,10;22,63;3,25;4,92;1,67;0,40;1,17;9,05;-0,49;1,48;15,05;8,04;12,16;0,53;0,47;0,36;8,40;13,44;12.027.537,38;5,18;0,78;0,28;6.120.382.351,95
SBFG3;25,76;;12,26;2,74;0,85;46,02;7,87;9,74;15,16;19,08;3,90;0,71;1,19;4,19;-1,73;1,67;22,38;6,97;2,64;0,31;0,69;0,72;22,57;;35.362.773,62;9,16;2,05;-0,02;6.245.049.165,40
SBSP3;49,98;0,80;14,68;1,36;0,64;34,33;21,02;11,83;8,26;11,84;3,56;0,58;1,74;24,01;-0,73;1,28;9,25;4,34;7,58;0,47;0,53;0,37;6,69;-4,79;163.352.337,92;36,48;3,37;0,11;34.394.216.608,08
SCAR3;36,31;0,99;61,77;1,35;0,62;81,36;54,07;11,96;13,67;24,52;10,85;1,07;7,39;-8,77;-0,67;0,55;2,19;1,00;3,93;0,46;0,54;0,08;-8,54;-14,68;81.432,65;27,31;0,60;-1,02;2.095.864.679,70
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;10,80;1,93;26,68;0,96;0,45;54,10;12,61;3,73;7,89;8,69;0,82;0,10;1,00;7,06;-0,59;1,38;3,59;1,70;9,02;0,47;0,53;0,46;4,57;-25,61;5.133.505,38;11,37;0,41;-0,39;1.390.192.848,00
SEQL3;11,08;;-87,57;2,60;0,79;17,52;3,16;-1,17;32,60;43,06;10,40;0,83;1,03;12,34;-1,17;1,25;-2,97;-0,90;3,02;0,30;0,70;0,77;;;45.514.785,04;4,29;-0,13;0,25;1.562.669.852,91
SGPS3;5,43;;-1,87;0,29;0,09;35,50;6,46;-8,93;2,58;9,65;7,08;0,79;0,17;-4,42;-0,17;0,96;-15,51;-4,80;5,53;0,31;0,69;0,54;-5,73;;300.767,08;19,81;-3,07;0,04;275.000.000,00
SHOW3;4,28;;-4,63;2,20;0,55;28,99;-179,23;-204,67;-5,28;-3,65;1,64;-0,68;9,47;4,88;-1,42;1,22;-47,45;-11,84;-21,78;0,25;0,75;0,06;-47,60;;3.545.630,92;2,00;-0,95;0,11;289.874.304,70
SHUL3;111,89;0,15;103,75;22,01;9,17;22,24;14,10;11,30;83,14;41,43;2,00;0,53;11,72;21,15;-26,52;2,96;21,21;8,84;12,49;0,42;0,58;0,78;24,09;44,44;62.944,50;5,08;1,08;2,89;9.490.074.416,06
SHUL4;9,19;2,03;8,52;1,81;0,75;22,24;14,10;11,30;6,83;41,43;2,00;0,53;0,96;1,74;-2,18;2,96;21,21;8,84;12,49;0,42;0,58;0,78;24,09;44,44;1.937.886,54;5,08;1,08;0,24;9.490.074.416,06
SIMH3;10,96;1,47;11,19;1,58;0,19;32,34;22,58;5,93;2,94;7,96;5,02;2,70;0,66;0,56;-0,38;3,30;14,12;1,71;6,33;0,12;0,88;0,29;16,28;;21.118.469,19;6,96;0,98;0,06;9.292.055.787,30
SLCE3;49,14;2,17;9,81;2,76;0,81;35,54;30,25;16,79;5,44;6,73;1,28;0,65;1,65;8,15;-1,34;1,33;28,13;8,25;23,31;0,29;0,71;0,49;30,68;104,16;128.537.737,42;17,78;5,00;0,08;10.406.583.125,01
SLED3;13,82;;0,57;-0,05;0,11;39,77;9,76;51,98;3,05;31,32;29,27;;0,30;-0,31;-0,16;0,50;-9,26;18,73;-3,66;-2,02;3,02;0,36;-44,82;;162.303,92;-275,38;25,50;-0,01;17.734.498,70
SLED4;7,02;;0,27;-0,03;0,05;39,77;9,76;51,98;1,46;31,32;29,27;;0,14;-0,15;-0,08;0,50;-9,26;18,73;-3,66;-2,02;3,02;0,36;-44,82;;595.679,81;-275,38;25,50;0,00;17.734.498,70
SMFT3;20,21;;-18,78;2,69;1,02;6,67;-21,06;-37,18;-33,15;-32,77;0,36;-0,03;6,98;4,35;-1,59;2,92;-14,33;-5,44;-4,75;0,38;0,62;0,15;21,63;;26.045.309,69;7,56;-1,08;-3,12;11.607.597.322,20
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;25.865.505,33;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;45,97;5,04;15,77;3,38;1,14;39,91;32,00;20,47;10,09;13,27;3,14;1,05;3,23;6,45;-1,68;2,21;21,44;7,21;11,67;0,34;0,66;0,35;12,98;38,06;97.365.383,88;13,68;2,93;1,40;16.302.221.700,45
SNSY3;9,98;;-0,68;-0,05;0,17;18,71;-0,87;-15,14;-11,85;-32,24;-17,80;;0,10;-1,40;-0,42;0,83;-7,55;-25,07;0,50;-3,32;4,32;1,66;16,09;;3.030,40;-193,58;-14,62;0,04;93.955.580,00
SNSY5;3,76;;-0,25;-0,02;0,06;18,71;-0,87;-15,14;-4,34;-32,24;-17,80;;0,04;-0,51;-0,15;0,83;-7,55;-25,07;0,50;-3,32;4,32;1,66;16,09;;21.819,62;-193,58;-14,62;0,01;93.955.580,00
SNSY6;13,33;;-0,91;-0,07;0,23;18,71;-0,87;-15,14;-15,81;-32,24;-17,80;;0,14;-1,87;-0,56;0,83;-7,55;-25,07;0,50;-3,32;4,32;1,66;16,09;;;-193,58;-14,62;0,05;93.955.580,00
SOJA3;13,28;;12,13;2,38;1,62;16,35;13,70;12,24;10,84;9,91;-0,96;-0,21;1,49;3,06;-7,13;3,19;19,58;13,38;16,92;0,68;0,32;1,09;;;6.690.362,77;5,57;1,09;0,15;1.559.137.739,06
SOMA3;14,42;;37,80;1,59;1,13;57,97;7,15;10,74;56,74;61,63;4,19;0,12;4,06;7,39;-1,57;2,21;4,20;3,00;0,97;0,71;0,29;0,28;;;93.112.015,12;9,11;0,38;-0,07;11.331.752.066,12
SOND3;40,20;19,26;7,16;1,50;1,03;35,77;17,66;16,79;6,81;4,85;-2,16;-0,48;1,20;3,33;-2,11;2,50;20,96;14,33;15,74;0,68;0,32;0,85;-0,97;;4.020,00;26,78;5,61;-0,21;101.691.000,00
SOND5;42,00;20,28;7,48;1,57;1,07;35,77;17,66;16,79;7,12;4,85;-2,16;-0,48;1,26;3,48;-2,20;2,50;20,96;14,33;15,74;0,68;0,32;0,85;-0,97;;6.434,33;26,78;5,61;-0,22;101.691.000,00
SOND6;41,09;20,73;7,32;1,53;1,05;35,77;17,66;16,79;6,96;4,85;-2,16;-0,48;1,23;3,40;-2,16;2,50;20,96;14,33;15,74;0,68;0,32;0,85;-0,97;;3.748,33;26,78;5,61;-0,21;101.691.000,00
SPRT3B;76,40;;-257,88;-109,84;33.097,97;;;;-300,61;-300,61;0,00;;;-109,48;-33.097,97;0,00;-42,60;-12.834,84;36,54;-301,32;302,32;0,00;;;;-0,70;-0,30;-1,17;370.531.748,80
SQIA3;18,97;0,10;80,28;2,15;1,34;38,22;6,33;5,95;75,48;61,68;-13,80;-0,39;4,78;3,52;-2,61;4,67;2,68;1,67;1,91;0,62;0,37;0,28;33,05;20,44;18.108.090,85;8,90;0,24;0,25;1.663.862.110,24
STBP3;7,45;4,02;23,62;2,94;1,35;39,91;24,56;17,71;17,04;15,28;-1,78;-0,31;4,18;8,32;-1,88;2,37;12,42;5,72;11,19;0,46;0,54;0,32;13,09;;35.862.190,85;2,53;0,31;-0,01;6.471.229.140,00
STKF3;0,00;;0,00;0,00;0,00;63,57;42,28;32,50;0,00;3,28;3,28;0,38;0,00;0,00;0,00;0,72;8,88;5,35;6,95;0,60;0,40;0,16;15,48;;;4,55;0,40;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;25,38;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;33,16;0,68;42,57;1,74;0,49;6,37;-1,38;1,63;-50,53;0,74;51,26;-1,76;0,70;1,30;-1,51;2,24;4,09;1,14;-5,38;0,28;0,72;0,70;4,58;-13,71;153.940.035,92;19,11;0,78;-0,50;14.035.838.125,87
SULA3;11,51;0,65;44,49;1,82;0,51;6,37;-1,38;1,63;-52,81;0,74;51,26;-1,76;0,73;1,36;-1,58;2,24;4,09;1,14;-5,38;0,28;0,72;0,70;4,58;-13,71;243.613,81;6,37;0,26;-0,52;14.035.838.125,87
SULA4;10,69;0,70;41,30;1,69;0,47;6,37;-1,38;1,63;-49,03;0,74;51,26;-1,76;0,67;1,26;-1,47;2,24;4,09;1,14;-5,38;0,28;0,72;0,70;4,58;-13,71;447.753,46;6,37;0,26;-0,48;14.035.838.125,87
SUZB3;55,60;1,34;8,73;4,96;0,63;49,68;44,38;21,06;4,14;7,37;3,22;3,86;1,84;3,34;-0,89;2,95;56,85;7,25;18,97;0,13;0,87;0,34;32,90;38,51;448.310.323,46;11,15;6,34;-0,05;75.332.326.738,56
SYNE3;6,52;124,33;0,79;0,37;0,21;72,20;70,87;55,79;0,62;1,14;0,53;0,31;0,44;1,72;-0,26;2,78;46,38;26,30;35,25;0,57;0,43;0,47;40,50;;6.574.681,96;18,18;8,43;0,00;981.503.781,35
TAEE11;43,92;10,24;6,85;2,27;0,95;81,31;98,94;63,76;4,41;6,28;1,87;0,96;4,36;21,11;-1,10;1,51;33,12;13,93;22,42;0,42;0,58;0,22;20,07;20,76;122.282.916,04;19,40;6,43;-3,15;15.199.291.776,84
TAEE3;14,66;10,21;6,87;2,27;0,96;81,31;98,94;63,76;4,43;6,28;1,87;0,96;4,38;21,17;-1,10;1,51;33,12;13,93;22,42;0,42;0,58;0,22;20,07;20,76;1.272.458,96;6,47;2,14;-3,16;15.199.291.776,84
TAEE4;14,61;10,27;6,83;2,26;0,95;81,31;98,94;63,76;4,40;6,28;1,87;0,96;4,35;21,04;-1,10;1,51;33,12;13,93;22,42;0,42;0,58;0,22;20,07;20,76;2.143.028,65;6,47;2,14;-3,14;15.199.291.776,84
TASA3;24,79;;4,60;3,85;1,39;48,09;35,53;23,17;3,00;3,46;0,45;0,58;1,06;8,68;-4,58;1,30;83,89;30,33;48,93;0,36;0,64;1,31;26,98;;890.090,27;6,41;5,38;0,03;2.911.352.410,25
TASA4;24,81;;4,60;3,86;1,40;48,09;35,53;23,17;3,00;3,46;0,45;0,58;1,07;8,70;-4,59;1,30;83,89;30,33;48,93;0,36;0,64;1,31;26,98;;26.845.729,31;6,41;5,38;0,03;2.911.352.410,25
TCNO3;1,72;;-21,65;-19,59;0,05;;;;-17,86;-69,45;-53,35;;;-0,11;-0,06;0,29;-90,48;-0,22;-1,91;0,00;1,00;0,00;;;63.171,27;-0,09;-0,08;0,84;10.017.241,46
TCNO4;1,42;;-18,35;-16,61;0,04;;;;-15,14;-69,45;-53,35;;;-0,10;-0,05;0,29;-90,48;-0,22;-1,91;0,00;1,00;0,00;;;126.633,31;-0,09;-0,08;0,71;10.017.241,46
TCSA3;3,18;;-1,27;0,35;0,15;5,61;-87,53;-126,21;-1,83;-4,84;-3,02;0,58;1,60;0,45;-0,30;3,14;-27,94;-11,87;-10,84;0,42;0,58;0,09;-15,57;;2.591.827,19;8,98;-2,51;-0,11;231.900.574,50
TECN3;2,93;2,74;8,28;0,71;0,36;52,54;16,11;8,93;4,59;5,31;0,72;0,11;0,74;0,75;-1,04;3,83;8,53;4,37;9,32;0,51;0,49;0,49;-2,72;;4.382.976,23;4,19;0,36;-0,04;230.023.209,95
TEKA3;26,10;;-0,16;-0,01;0,01;19,31;11,12;-35,13;0,52;22,32;22,03;;0,06;-0,01;-0,01;0,04;-4,56;-7,55;-1,89;-1,66;2,66;0,21;7,53;;5.220,00;-3.493,37;-159,23;0,01;7.463.437,10
TEKA4;9,19;;-0,06;0,00;0,00;19,31;11,12;-35,13;0,18;22,32;22,03;;0,02;0,00;0,00;0,04;-4,56;-7,55;-1,89;-1,66;2,66;0,21;7,53;;21.493,14;-3.493,37;-159,23;0,00;7.463.437,10
TELB3;47,50;;-26,70;2,37;0,83;-80,49;-23,43;-44,40;-50,60;-28,12;13,24;-0,62;11,86;2,99;-1,28;4,50;-8,86;-3,09;-4,08;0,35;0,65;0,07;38,50;;290.442,33;21,08;-1,87;-1,38;2.656.625.472,20
TELB4;16,80;;-8,73;0,77;0,27;-80,49;-23,43;-44,40;-16,54;-28,12;13,24;-0,62;3,87;0,98;-0,42;4,50;-8,86;-3,09;-4,08;0,35;0,65;0,07;38,50;;566.656,85;21,08;-1,87;-0,45;2.656.625.472,20
TEND3;7,69;2,26;-4,28;0,68;0,18;17,77;-3,56;-7,54;-9,06;-12,70;-3,67;0,27;0,32;0,53;-0,50;2,20;-15,79;-4,31;-5,23;0,27;0,73;0,57;19,26;;29.842.225,12;11,62;-1,84;0,02;801.363.809,28
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;1.340.759,40;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;12,77;0,81;150,97;43,49;24,53;59,82;20,79;17,75;128,89;22,18;0,14;0,05;26,80;48,74;-107,97;2,87;28,81;16,24;22,72;0,56;0,44;0,92;;;2.848.117,19;0,28;0,08;0,76;2.052.376.319,28
TGMA3;15,26;5,10;9,41;1,49;0,97;18,66;12,65;10,73;7,98;8,36;0,40;0,08;1,01;3,54;-1,89;2,31;15,87;10,35;12,59;0,65;0,35;0,96;1,74;50,88;4.949.516,15;10,32;1,64;0,20;1.002.584.278,85
TIET11;12,54;;4,38;2,25;0,46;74,66;61,76;49,46;3,51;7,15;3,64;2,34;2,16;1.031,49;-0,52;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;5,57;2,87;0,02;5.004.795.800,93
TIET3;3,49;;6,09;3,13;0,64;74,66;61,76;49,46;4,88;7,15;3,64;2,34;3,01;1.435,37;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
